Location,Name,People_reached,Posts_edited,Upvotes,answer_votes,downvotes,helpful_tags,question_vote,this_month,user_id,votes_cast
"Brooklyn, NY",Joe,136,0,,,,0,,,19830936.0,0
Not Available,Tim Zhang,527,0,,,,0,,,7123451.0,0
Not Available,Jim,12k,0,,,,3,,,4457200.0,11
Hyderabad,Gavara.Suneel,23k,5,,,,0,,,8988448.0,31
Not Available,roger_hai,54,0,,,,0,,,23399672.0,0
Not Available,Scott Meyer-Kukan,361,0,,,,0,,,23312662.0,1
Not Available,Mark,607,0,,,,0,,,22781427.0,4
Not Available,Marlen Vining,0,0,,,,0,,,20729481.0,0
Not Available,bala s,22k,0,,,,0,,,4575180.0,0
Not Available,Akbar Ismail,12k,0,,,,0,,,13628450.0,1
Not Available,taha khamis,48k,0,,,,0,,,18205996.0,74
Not Available,Amit Kumar Singh,31,0,,,,0,,,20634170.0,0
Not Available,Kshitij Gupta,129,0,,,,0,,,23140530.0,0
Not Available,Johnny Tam,23k,0,,,,0,,,8391469.0,"1,067"
Not Available,Bastronom,74,0,,,,0,,,22582313.0,0
Not Available,Sayful Ahmed,87k,0,,,,0,,,4324265.0,0
Not Available,Adryan Taborda,3k,0,,,,0,,,21932694.0,1
Not Available,PabloGregori,8k,0,,,,0,,,1723607.0,11
Not Available,user07773,97,0,,,,0,,,22663797.0,0
India,notauser123,834,0,,,,0,,,10343010.0,0
Not Available,DBruwel,7,0,,,,0,,,23401951.0,0
Not Available,Moinul Haque,29,0,,,,0,,,23247534.0,0
Not Available,Bikash Dhal,84k,0,,,,0,,,9049850.0,2
Not Available,Audra Jacot,8k,0,,,,0,,,11173842.0,9
Not Available,Grzegorz Lippe,3k,0,,,,0,,,6108691.0,1
Not Available,Eren,27k,0,,,,0,,,5691725.0,12
Earth,Vismaya,137,0,,,,0,,,22274392.0,0
"Ottawa, ON, Canada",Bibek Shrestha,1.3m,10,,,,1,,,84143.0,328
Not Available,DewinDell,208k,1,,,,0,,,1249740.0,"1,256"
Not Available,Ashish Chapagain,14k,0,,,,0,,,6620495.0,0
Not Available,kyletme,60k,0,,,,0,,,654636.0,15
Not Available,Saul5813,1k,0,,,,0,,,16636894.0,0
"Orlando, FL",redcurry,206k,1,,,,1,,,1383366.0,693
Not Available,Lumixo,36,0,,,,0,,,23401657.0,0
Not Available,Sarah Aldosari,14k,0,,,,0,,,11956667.0,0
Not Available,umi_zumii,166,0,,,,0,,,22506684.0,0
Not Available,CaitlinSwickard,50,0,,,,0,,,15262864.0,0
Not Available,GANESH SURYAPRAKASH,69,0,,,,0,,,23399785.0,0
"Indiana, US",Jules,187,0,,,,0,,,22494353.0,12
"Gurgaon, Haryana, India",Garvit Jain,76k,0,,,,0,,,6440096.0,167
Not Available,Aseem,2.9m,7,,,,1,,,3842788.0,"2,127"
"Lake Oswego, OR, United States",dhasan k,30k,0,,,,0,,,5419322.0,1
Not Available,TangoMike,3k,0,,,,0,,,14309125.0,7
Not Available,user1898387,13k,0,,,,0,,,1898387.0,0
Not Available,Alessandro Sperotti,35k,0,,,,0,,,5878915.0,16
Not Available,wilssssssslam,1k,0,,,,0,,,13802815.0,4
Iran,Reza Paidar,203k,25,,,,3,,,1592474.0,539
Saudi Arabia,Ahmad Bagadood,65k,0,,,,0,,,196456.0,9
Not Available,Vico Seemann,5k,0,,,,0,,,14733853.0,7
Santa Clara,Marslo,364k,0,,,,0,,,2940319.0,719
Virginia,NoBullMan,338k,0,,,,1,,,1210350.0,112
Not Available,Carlo Barbadillo Caloy,0,0,,,,0,,,23401903.0,0
Not Available,A_AhMaD,744,0,,,,0,,,17816404.0,2
Norway,Maria,5k,0,,,,0,,,14984407.0,2
Not Available,joey dibbs,25k,0,,,,0,,,15232183.0,7
Not Available,jokeade,39,0,,,,0,,,21760465.0,0
Not Available,Chamara Madhushanka,703,0,,,,0,,,2447034.0,0
Not Available,Null,202,0,,,,0,,,19847314.0,0
India,LSeasyAccess,11k,0,,,,0,,,14398837.0,0
Not Available,user10433098,606,0,,,,0,,,10433098.0,0
"London, United Kingdom",Adam Szabo,1.2m,8,,,,10,,,2270404.0,"2,454"
Not Available,MUNEER,2k,0,,,,0,,,8258750.0,0
Not Available,Nate3,30,0,,,,0,,,23401884.0,0
Not Available,sai krishna,476,0,,,,0,,,9176460.0,0
Not Available,zy030518,14,0,,,,0,,,21895454.0,0
inhere,fp007,122k,0,,,,0,,,8656390.0,363
"San Francisco, CA, United States",Felipe Hoffa,5.2m,102,,,,23,,,132438.0,"5,003"
"Tubarao, Brazil",celsomtrindade,795k,0,,,,6,,,3106828.0,492
Not Available,Timo Paul,91k,0,,,,0,,,1514795.0,2
"Maryland, United States",scott.schaffer,97k,0,,,,0,,,2299899.0,353
Not Available,net,766,0,,,,0,,,18953534.0,2
Not Available,Ashok Kumar Singh,19,0,,,,0,,,23401760.0,0
Not Available,user225312,24.1m,37,,,,1,,,225312.0,967
Not Available,Sushant Khursale,2k,0,,,,0,,,19061395.0,0
Not Available,SanyaKirilloff,398,0,,,,0,,,20338634.0,0
Not Available,Jaya Krishna,1k,0,,,,0,,,11055931.0,1
Not Available,Raisa Winarsih,0,0,,,,0,,,23394150.0,0
"Lviv, Львовская область, Украина",Константин Джанов,944,0,,,,0,,,11229327.0,10
"Seoul, Южная Корея",Aleks,10k,0,,,,0,,,8988021.0,35
Not Available,M. McIlree,542,0,,,,0,,,12309539.0,3
Not Available,eung,9,0,,,,0,,,23401851.0,0
Not Available,Scooby Doo,0,0,,,,0,,,23401806.0,0
Not Available,maak akasha,106,0,,,,0,,,23228109.0,0
"Zürich, Switzerland",Paris Liakos,196k,8,,,,47,,,741730.0,206
Not Available,emilka_228,0,0,,,,0,,,23401833.0,0
Not Available,rimi,49k,0,,,,0,,,13157208.0,187
Not Available,manisha sharma,144,0,,,,0,,,23280125.0,0
Not Available,Bui Quoc phong,0,0,,,,0,,,10159585.0,0
"Paris, France",MoonHorse,386k,19,,,,0,,,8539389.0,324
Not Available,Mathpdegeek497,2k,5,,,,0,,,16288309.0,27
Not Available,Austin,572,0,,,,0,,,22858136.0,4
Canada,prinkpan,68k,57,,,,65,,,1955268.0,233
Not Available,jimin,26,0,,,,0,,,23401687.0,0
Not Available,Pavel Angel Mendoza Villafane,39k,0,,,,3,,,3112791.0,7
Not Available,james pow,17k,0,,,,0,,,11734835.0,36
Not Available,cookiedough,2k,0,,,,0,,,21511806.0,0
"Florida, USA",Josh,65k,0,,,,0,,,2267720.0,129
Not Available,1111,778,0,,,,0,,,8598304.0,0
Not Available,Bogdan Nechyporenko,328k,0,,,,0,,,2158624.0,53
Malaysia,Zachary,192,0,,,,0,,,22906818.0,1
Not Available,Josh Gørdøn,446,0,,,,0,,,9406983.0,1
Not Available,Jake_the_camper,14k,0,,,,0,,,5763368.0,5
Not Available,user23400508,25,0,,,,0,,,23400508.0,0
Not Available,code1000,34,0,,,,0,,,18997818.0,0
Not Available,Tina,0,0,,,,0,,,23244992.0,0
Not Available,user3469400,1k,0,,,,0,,,3469400.0,0
Not Available,user7441072,35k,0,,,,0,,,7441072.0,37
Tunisia,LonelyDaoist,33k,1,,,,1,,,10567693.0,53
Not Available,Carl Reiser,12k,0,,,,0,,,10198114.0,4
Not Available,Fopedush,230k,3,,,,0,,,341747.0,411
"Pune, India",Virat18,817k,0,,,,0,,,2169736.0,100
Not Available,Automage,464,0,,,,0,,,18387114.0,8
Not Available,Haresh Kothandaraman,33,0,,,,0,,,23401658.0,0
"Bangalore, Karnataka, India",Vijay Marappan,86,0,,,,0,,,8057207.0,0
Not Available,Brian Kitt,44k,0,,,,0,,,3764138.0,19
Not Available,vishal,64,0,,,,0,,,23397054.0,0
United States,James Gentes,3.8m,28,,,,14,,,1058302.0,"2,188"
Not Available,mk_grn,48,0,,,,0,,,23400112.0,0
Not Available,Vadym Baldych,81,0,,,,0,,,14990941.0,0
"Brno, Czech Republic",Milano,2.1m,13,,,,2,,,2607447.0,764
Not Available,Shivani Sudheer,38,0,,,,0,,,23395271.0,0
Not Available,olsenmark,40,0,,,,0,,,19887041.0,0
Not Available,Sergio,10k,0,,,,0,,,6666994.0,11
Not Available,lorenzo gonzalez,77k,0,,,,0,,,3993817.0,112
"Stockholm, Sweden",Jan Bergström,48k,0,,,,0,,,5293554.0,118
"Irvine, CA, USA",Eric J.,19.1m,831,,,,593,,,141172.0,"4,176"
Not Available,BigDataFiles,15k,0,,,,1,,,9124190.0,27
Not Available,Coder3000,17k,0,,,,0,,,18880790.0,2
Not Available,EliKhan,946,0,,,,0,,,20383257.0,0
Not Available,adarsh augustine,812,0,,,,0,,,13258153.0,0
Not Available,Des,534k,0,,,,0,,,1715740.0,4
Not Available,Db-learner,55,0,,,,0,,,13485361.0,0
Not Available,liyu,705,0,,,,0,,,16289793.0,0
Not Available,Niranjan,10k,0,,,,0,,,21498424.0,17
Not Available,skyleguy,267k,0,,,,0,,,6106289.0,30
Not Available,pjaall,28k,0,,,,0,,,923723.0,43
"Austin, TX, United States",xxks-kkk,1.2m,6,,,,6,,,1460102.0,"1,050"
Sri Lanka,HoRiz,26k,9,,,,1,,,10725992.0,165
Not Available,Favorite1878,55,0,,,,0,,,22659499.0,0
Not Available,Nbn77,24,0,,,,0,,,22948624.0,0
Not Available,Mark Matlock,16k,0,,,,0,,,2098702.0,2
Philippines,john,323,0,,,,0,,,13594821.0,1
Not Available,Stat Tistician,272k,1,,,,2,,,2165335.0,93
Not Available,akd,218k,0,,,,0,,,1058808.0,112
Not Available,Tom,101k,0,,,,1,,,2115526.0,52
Singapore,Ji Yuan Low,9k,0,,,,0,,,13402899.0,0
Not Available,gabi,163k,0,,,,0,,,408628.0,68
Not Available,Pete,29,0,,,,0,,,15763091.0,0
Not Available,Mike James,29,0,,,,0,,,23401595.0,0
Not Available,user23401567,12,0,,,,0,,,23401567.0,0
"Atlanta, GA, USA",Pigeon,12k,0,,,,0,,,2640535.0,93
Not Available,KMP142,0,0,,,,0,,,21428732.0,0
Not Available,damian,5k,0,,,,0,,,19540629.0,3
Not Available,karan kuamr,17,0,,,,0,,,20315259.0,0
"Minsk, Belarus",axk,769k,3,,,,10,,,578.0,"1,712"
"Surat, Gujarat, India",Kaushik Kothiya,373,2,,,,1,,,10352893.0,9
Not Available,lin thit,8,0,,,,0,,,22527097.0,0
Not Available,Brooke Gibbons,2k,0,,,,0,,,17180026.0,16
Not Available,paradus-hex,8k,0,,,,0,,,16585114.0,10
Not Available,Jackson Hill,0,0,,,,0,,,23323682.0,0
Not Available,Mdick,3k,0,,,,0,,,19996181.0,3
"Pittsburgh, PA, USA",NickP,10k,0,,,,0,,,12969303.0,3
Not Available,lyzMaster,38k,0,,,,0,,,8244229.0,41
México,Le Fernandé,8k,0,,,,0,,,8462834.0,0
Not Available,gjabido7,385,0,,,,0,,,22552606.0,0
Not Available,Babu,21,0,,,,0,,,23401547.0,0
Not Available,Izaiah Ceres,0,0,,,,0,,,14309636.0,0
Not Available,Omri Ben Lulu,171k,0,,,,0,,,22044096.0,1
中国Zhejiang Sheng,ztono,9k,0,,,,0,,,7633984.0,0
"Kolkata, West Bengal, India",Nilanjan Saha,12k,0,,,,0,,,5668612.0,0
Not Available,Chiara,76,0,,,,0,,,12768746.0,0
"Pontianak, Indonesia",PamanBeruang,224k,0,,,,0,,,2671680.0,13
Not Available,unice,327k,0,,,,1,,,753376.0,51
Not Available,amalu,5k,0,,,,0,,,17164738.0,0
Not Available,User9123,132k,0,,,,0,,,9781768.0,69
Not Available,backup2k,40,0,,,,0,,,22262723.0,0
Not Available,vorpXuser,199,0,,,,0,,,6139153.0,8
Not Available,Alek Goss,22,0,,,,0,,,23391619.0,0
Not Available,GreenBeans,16,0,,,,0,,,22538905.0,0
"Smolensk, Russia",Slepoyi,23k,0,,,,1,,,17037813.0,166
wudent u liek 2 kno,Patrick Martin,4k,0,,,,0,,,13891727.0,5
Not Available,Shachi,225,0,,,,0,,,18783390.0,0
"Nova Iorque, NY, Estados Unidos",Dave Horvath,2k,0,,,,0,,,8003333.0,1
"Maryland, USA",Shiven Khurana,160,0,,,,0,,,22355248.0,0
Not Available,John,240k,2,,,,0,,,2458455.0,40
Not Available,m3Zz2012,2k,0,,,,0,,,4400398.0,0
Not Available,Future-peakway,822,0,,,,0,,,17545392.0,0
"Accra, Ghana",Selom,585k,0,,,,0,,,207376.0,35
Not Available,Norge,76,0,,,,0,,,23400561.0,0
Not Available,Ray,2k,0,,,,0,,,4133699.0,4
Not Available,SpiderRico,199k,0,,,,0,,,2362377.0,95
Not Available,S. S. Saruar Jahan,5k,1,,,,0,,,10086964.0,6
Athens,user1198483,131,0,,,,1,,,22191604.0,0
Not Available,Dan Donaldson,78k,0,,,,1,,,315975.0,26
Not Available,ferdydiatmikaa,0,0,,,,0,,,19848406.0,0
Not Available,Manasa K.S.P,53,0,,,,0,,,22276273.0,0
Not Available,Eric Low,0,0,,,,0,,,22416775.0,0
"Osnabrück, Deutschland",Eddi,66k,1,,,,11,,,1640425.0,72
Not Available,Jabbar,136k,0,,,,0,,,12603785.0,0
Not Available,aw123,33k,0,,,,0,,,10753445.0,12
Not Available,S. P,28k,1,,,,0,,,7636462.0,161
Not Available,Tushar Pawar,12k,0,,,,0,,,6803637.0,0
Not Available,Philayyy,538k,0,,,,0,,,5579160.0,10
Not Available,user3242545,8k,0,,,,0,,,3242545.0,0
Not Available,Kumaran Senapathy,348k,0,,,,0,,,1623765.0,195
Not Available,Riven,55k,0,,,,0,,,7689819.0,24
Not Available,Rahul Diggi,61k,0,,,,0,,,13465436.0,119
Not Available,Prafulla Kumar Sahu,2.4m,461,,,,666,,,5321614.0,776
"Moscow, Russia",Arthur Khazbulatov,459k,9,,,,2,,,7212563.0,458
"Tokyo, Japan",TaihouKai,15k,0,,,,1,,,12427876.0,7
Not Available,Ali,612,0,,,,0,,,21693093.0,0
Not Available,electronyoon,82,0,,,,0,,,20586850.0,0
Not Available,Marcus,7k,0,,,,0,,,15482224.0,11
Not Available,Bob_94,185k,0,,,,0,,,387265.0,7
"Zagreb, Croatia",Spidey,85k,2,,,,1,,,2711654.0,308
Not Available,Tiago Duarte023,47,0,,,,0,,,23396381.0,0
"Hyderabad, Telangana, India",Deepak Kumar,290k,8,,,,0,,,4060667.0,25
"Gothenburg, Sweden",hzcodec,22k,0,,,,0,,,2527127.0,3
Luxembourg,Hedi Ayed,76k,0,,,,0,,,3091370.0,14
Not Available,Charles Lohr,76k,0,,,,0,,,2926815.0,325
Not Available,Zack Watson,2k,0,,,,0,,,16100778.0,0
Not Available,DiaJos,897k,15,,,,0,,,9817602.0,"1,336"
Not Available,Cinematicalchemism,0,0,,,,0,,,23401266.0,0
Not Available,suleveer,24,0,,,,0,,,23400886.0,0
Not Available,Sam Ruby,79,0,,,,0,,,23370611.0,0
Not Available,Blake,56,0,,,,0,,,22023864.0,0
Not Available,Shaggy,0,0,,,,0,,,23394529.0,0
Not Available,Nicolas Simon,6k,0,,,,0,,,4279376.0,8
Not Available,K_C,47k,0,,,,0,,,1276359.0,8
Not Available,Arutha,2.4m,0,,,,0,,,164460.0,14
Not Available,Sahil Bhosale,1k,0,,,,0,,,19399087.0,0
Not Available,Pradeep L,9k,0,,,,0,,,14527445.0,4
Not Available,Ibrahim D.,22k,1,,,,0,,,8816810.0,166
Not Available,Zos,4k,0,,,,0,,,20442615.0,0
"Gdańsk, Poland",Artur,72k,6,,,,3,,,5743194.0,214
Not Available,Steve11235,1.1m,0,,,,0,,,1174543.0,260
Not Available,Aprendizzz,21,0,,,,0,,,23399769.0,0
"New York, NY, United States",Kevin Montrose,1.9m,131,,,,3,,,80572.0,"4,760"
Not Available,Indusri,49,0,,,,0,,,23391601.0,0
Not Available,user5539903,3k,0,,,,0,,,5539903.0,4
Not Available,melliiiii,242,0,,,,0,,,15831355.0,0
Not Available,majkrzak,71k,9,,,,18,,,11684473.0,"1,133"
Not Available,Shaun,0,0,,,,0,,,23401277.0,0
Not Available,Xoel,19k,2,,,,0,,,5031446.0,399
"Victoria, Canada",Daveed,585k,0,,,,0,,,153948.0,0
Germany,Valentin,85,0,,,,0,,,23399981.0,0
Not Available,hanzichi,90k,0,,,,0,,,5064385.0,73
Not Available,lightning345,161,0,,,,0,,,18042753.0,0
Not Available,Wideback,331,0,,,,0,,,19482472.0,2
Not Available,Albius,3k,0,,,,0,,,15469114.0,0
Not Available,burgere15,0,0,,,,0,,,12946276.0,0
"Houston, TX, USA",Antarr Byrd,3.2m,57,,,,15,,,504963.0,"2,701"
Not Available,netying,11,0,,,,0,,,23401189.0,0
Not Available,NIMA Shahahmadian,6k,0,,,,0,,,19661129.0,23
Not Available,CodeOverload,4.8m,1,,,,0,,,241654.0,296
Netherlands,Digital Human,1.2m,0,,,,0,,,366990.0,77
Austria,Pungrammer,3k,0,,,,0,,,9113868.0,47
Not Available,user23334812,30,0,,,,0,,,23334812.0,0
Not Available,ASURA SLASH,0,0,,,,0,,,19277443.0,0
"San Francisco, CA, United States",NSDavidObject,54k,0,,,,0,,,2363439.0,13
Not Available,user3054977,5k,0,,,,0,,,3054977.0,2
Not Available,LShah,19,0,,,,0,,,23128914.0,0
Not Available,Yogort,12k,0,,,,0,,,11506659.0,6
Not Available,webnoob,2k,0,,,,0,,,20425541.0,0
Not Available,001,34,0,,,,0,,,23156376.0,0
"Barcelona, España",avilac,101k,5,,,,1,,,7326827.0,35
Not Available,Owen,0,0,,,,0,,,23401146.0,0
Not Available,KindaKay,54,0,,,,0,,,17907286.0,0
"Kathmandu, Nepal",Shiva Aryal,52k,0,,,,0,,,8400936.0,17
Worldwide,Kirill Novikov,537k,181,,,,9,,,2791142.0,814
Not Available,jack45,0,0,,,,0,,,23401199.0,0
United States,MK.,6.0m,46,,,,12,,,68105.0,"3,073"
Not Available,D3-one 6,4k,0,,,,0,,,13972309.0,31
"Lima, Peru",JRichardsz,6.1m,75,,,,2,,,3957754.0,"1,212"
"Chennai, Tamil Nadu, India",Bharanitharan Sakthivel,36k,0,,,,0,,,9635449.0,0
Not Available,jeffTech,107,0,,,,0,,,19258741.0,0
Not Available,UCYT5040,8k,23,,,,4,,,15245889.0,36
Not Available,Noah,44,0,,,,0,,,19537782.0,0
Not Available,anmsan,2k,0,,,,0,,,14417326.0,0
Not Available,EbonyMaw,5k,0,,,,0,,,19591724.0,0
"Pune, Maharashtra, India",Ritveak,435k,2,,,,2,,,9928994.0,129
"Sydney NSW, Australia",Cheyne,223k,0,,,,0,,,573616.0,229
Not Available,Andrew Leto,74,0,,,,0,,,4196432.0,2
Not Available,user2376510,36k,0,,,,0,,,2376510.0,0
Not Available,Yasemin Alili,0,0,,,,0,,,23400779.0,0
Not Available,Powplowdevs,21k,0,,,,0,,,13584750.0,4
Not Available,bacondrops,32,0,,,,0,,,23401091.0,0
Not Available,The Beast,7k,0,,,,0,,,14692769.0,22
"Idaho, United States",tyhdev,26k,0,,,,0,,,11800161.0,1
Not Available,Giannos Papadongonas,134,0,,,,0,,,19127510.0,0
Kentucky,bcoble,12k,0,,,,0,,,15828319.0,0
Not Available,Jared Brewer,15k,0,,,,0,,,6431362.0,10
Not Available,Geology Modelling by ADT,1k,0,,,,0,,,11736579.0,5
Not Available,Endown,74,0,,,,0,,,21618414.0,0
Not Available,MAHAMADOU DEMBELE,117,0,,,,0,,,21365636.0,0
"Vancouver, BC, Canada",Ruifeng Ma,540k,0,,,,0,,,4993386.0,505
Not Available,shawnixer,680,0,,,,0,,,21686576.0,2
Australia,kryptojenix,9k,0,,,,0,,,12394462.0,0
Not Available,Div,116k,3,,,,8,,,11636607.0,82
"Nagercoil, Tamil Nadu, India",mathew,5k,0,,,,0,,,11214939.0,119
"Winston-Salem,",yoo,22k,0,,,,0,,,16483251.0,37
India,Deep,85k,0,,,,1,,,1390904.0,40
Not Available,ghazi abdullah,17k,0,,,,0,,,6773936.0,0
"Santiago, Chile",Ed_,36k,1,,,,0,,,1886240.0,48
Not Available,Leena,1k,0,,,,0,,,8227568.0,27
"Russia, Moscow",biflé,2k,0,,,,0,,,16960058.0,1
Not Available,Ed Mendez,107k,0,,,,0,,,2145293.0,23
indonesia,chiper4,38k,0,,,,0,,,8240952.0,8
Not Available,regulus735,1k,0,,,,0,,,16958819.0,1
Not Available,dan,204k,1,,,,0,,,1631623.0,34
Not Available,James,54k,0,,,,0,,,2098653.0,25
Not Available,leremjs,65k,0,,,,0,,,526829.0,35
"Valencia, Spain",Oleg,34k,0,,,,0,,,14412261.0,16
Not Available,Cupcake,100,0,,,,0,,,17552811.0,0
Not Available,Natziri,775,0,,,,0,,,13923325.0,0
United Kingdom,Eoin,26,0,,,,0,,,8078511.0,0
Not Available,Punter Vicky,2.7m,0,,,,0,,,1042646.0,880
Not Available,William H,119k,0,,,,0,,,1197620.0,3
Not Available,Stefano Luoni,13k,0,,,,0,,,2619586.0,0
"Bristol, UK",Mark,325k,2,,,,4,,,6535997.0,747
"Birmingham, United Kingdom",user3918443,22k,0,,,,0,,,3918443.0,7
Not Available,hvbuddy,42,0,,,,0,,,23166589.0,0
Not Available,Tsokoloy,6k,0,,,,0,,,15518622.0,1
"Stockholm, Sweden",fredriklund,1k,0,,,,0,,,12106760.0,19
Not Available,dsmf,48,0,,,,0,,,1439628.0,0
Not Available,Hey.Its_RJ,4k,0,,,,0,,,11511298.0,9
North Korea,AyCe,67k,1,,,,0,,,2489559.0,145
Not Available,Jennifer Kordish,69,0,,,,0,,,23400762.0,0
Not Available,shakfu,2k,0,,,,0,,,9721993.0,4
Not Available,Gabriel Kelly,2k,0,,,,0,,,13174239.0,6
Not Available,amendahawi,156,0,,,,0,,,16266123.0,0
Not Available,l008com,298k,0,,,,0,,,1778940.0,116
Not Available,gontxomde,7k,0,,,,0,,,11334152.0,11
Not Available,angie,46,0,,,,0,,,23398146.0,0
Not Available,shepster,116k,0,,,,0,,,10576557.0,42
"Driffield, United Kingdom",TKoL,1.0m,19,,,,12,,,1959054.0,"1,309"
Not Available,Ibraim Ganiev,788k,2,,,,4,,,1030820.0,446
Not Available,BSlice,48,0,,,,0,,,22524292.0,0
Not Available,Maria Dresser,97,0,,,,0,,,21254067.0,0
"San Diego, CA, USA",Jamills102,5k,0,,,,0,,,13397332.0,0
Not Available,user23353108,32,0,,,,0,,,23353108.0,0
Not Available,May Nguyen,6k,0,,,,0,,,20587481.0,5
Not Available,Art,77k,0,,,,0,,,4634335.0,40
Not Available,thedigginman,446,0,,,,0,,,4117219.0,1
Not Available,SwiftParker,52,0,,,,0,,,23294842.0,0
Not Available,user23401031,18,0,,,,0,,,23401031.0,0
"Soro, Odisha, India",Kamal Palei,515k,0,,,,1,,,1861447.0,168
Not Available,psthree,78,0,,,,0,,,14362880.0,0
Not Available,yamatakeru,28,0,,,,0,,,22622263.0,0
Not Available,BannyM,16k,0,,,,0,,,19207606.0,7
Not Available,miro ring,560,0,,,,0,,,18117354.0,0
Not Available,robo,275,0,,,,1,,,16862057.0,3
"Rochester, NY, United States",Thomas Owens,26.9m,187,,,,216,,,572.0,"3,151"
Not Available,Walter White,27,0,,,,0,,,23400962.0,0
"Tokyo, Japan",Otani Shuzo,282k,0,,,,0,,,6716846.0,651
Not Available,Andrei,259k,15,,,,18,,,4729332.0,205
Not Available,user23400915,27,0,,,,0,,,23400915.0,0
Not Available,Carl Blunck,617,0,,,,0,,,20465440.0,0
Not Available,Thanos,418,0,,,,0,,,23093367.0,0
Not Available,John Smith,60,0,,,,0,,,23398910.0,0
Not Available,Shadowsong,22,0,,,,0,,,7308404.0,0
California,dhalsim2,695k,2,,,,1,,,1308634.0,295
Vietnam,Khang Tran,39k,0,,,,0,,,1776625.0,122
Not Available,Caleb,0,0,,,,0,,,23375601.0,0
Not Available,Dileepa Chandrasekara,11k,0,,,,0,,,7942501.0,1
Not Available,E_ple,28,0,,,,0,,,23397624.0,0
Not Available,user23321495,215,0,,,,0,,,23321495.0,0
Not Available,Elena Martín Castillo,37k,0,,,,0,,,7930910.0,205
Not Available,Vyacheslav,4.8m,114,,,,16,,,1979882.0,"11,201"
Not Available,ycya,15k,0,,,,0,,,8482406.0,0
India,learnNcode,44k,0,,,,0,,,9416665.0,21
Moscow,Ivan Ivanov,9k,0,,,,0,,,11725982.0,0
"Seattle, WA, USA",Victor Khiz,20k,0,,,,0,,,10803705.0,0
Not Available,Jordan Kubot,253,0,,,,0,,,21975616.0,1
Not Available,Anna Qian,159,0,,,,0,,,22694105.0,0
Not Available,CaraJ,31k,0,,,,0,,,9791940.0,0
Not Available,Al-Amin Baba,29,0,,,,0,,,22989936.0,0
Not Available,Mohamed Amer,51,0,,,,0,,,23350763.0,0
"Istanbul, Turkey",Ramazan Sağır,1.2m,0,,,,0,,,1259233.0,154
Not Available,Kevin Dolan,849k,1,,,,1,,,459041.0,29
Not Available,Joseph,52,0,,,,0,,,23398233.0,0
Kurdistan Region,user2682025,361k,3,,,,0,,,2682025.0,"1,958"
Not Available,unclemar,0,0,,,,0,,,10757383.0,0
Not Available,pnadeau,13k,0,,,,0,,,2065821.0,0
Not Available,shanky,83k,0,,,,6,,,2183545.0,"1,843"
Not Available,Peter S,37k,0,,,,0,,,12043000.0,20
"Madrid, Spain",Rashomon,1.1m,11,,,,19,,,6546440.0,852
"Miami, FL, USA",Ripsta,7k,0,,,,0,,,11588822.0,0
Germany,Antonello Zito,2k,0,,,,0,,,11234942.0,0
Not Available,Valentino Miori,43k,0,,,,0,,,8907877.0,99
Not Available,aserww106,161k,0,,,,0,,,2221411.0,49
delhi,Alok Kapadia,22,0,,,,0,,,23399244.0,0
Not Available,semptra,242k,0,,,,0,,,10626372.0,4
"Calicut, India",Anugrah,7k,0,,,,0,,,3671145.0,3
"Austin, TX, USA",zombiedad,1k,0,,,,0,,,9848605.0,0
Not Available,Cody Ray,66,0,,,,0,,,23254191.0,0
Not Available,InfT,8k,0,,,,0,,,12304913.0,7
Not Available,arif hussain,771,0,,,,0,,,16828185.0,0
Not Available,NPS,469k,0,,,,3,,,1030598.0,361
"Hanoi, Việt Nam",raspiduino,47k,3,,,,0,,,15365513.0,398
Not Available,Phillip Wyckoff,24k,0,,,,0,,,4272688.0,0
Not Available,Sirama,78,0,,,,0,,,22890697.0,0
Not Available,user3760253,4k,0,,,,0,,,3760253.0,0
Not Available,E_Long_Must,79,0,,,,0,,,23381547.0,0
Not Available,Egzon Baftiu,189,0,,,,0,,,21688239.0,0
Not Available,Diego Bravo,119,0,,,,0,,,19743200.0,10
Not Available,Bahar,21,0,,,,0,,,23360958.0,0
Not Available,Seth,151k,7,,,,0,,,294247.0,195
"Los Angeles, California",HRK44,210k,1,,,,3,,,7991096.0,59
"Seattle, WA",Christian Bongiorno,1.2m,9,,,,6,,,889053.0,"1,050"
Norway,rogerkk,280k,4,,,,5,,,543617.0,234
Not Available,Alicia,125,0,,,,0,,,23338097.0,0
"Yeovil, Vereinigtes Königreich",Ray,435k,2,,,,19,,,3361467.0,470
Not Available,Aurilie,39k,0,,,,0,,,13942146.0,0
"Melbourne, Victoria, Australia",Shanika Ediriweera,338k,3,,,,0,,,4842112.0,783
Not Available,Nick,347,0,,,,0,,,17168464.0,0
"Silicon Valley, USA",Meghan M.,15k,0,,,,0,,,9915864.0,165
Not Available,EddEnt,59,0,,,,0,,,23400130.0,0
Not Available,Thanos Rom,3k,0,,,,1,,,20373101.0,21
Not Available,Berkhan Guzeller,355,0,,,,0,,,21011612.0,0
Not Available,angular,95k,0,,,,1,,,6192000.0,7
Not Available,general666,120k,0,,,,0,,,1426992.0,59
Not Available,scader,97k,0,,,,0,,,262471.0,36
France,Paul Rougieux,3.7m,9,,,,3,,,2641825.0,"1,481"
N/A,Alpha Reuel,84,1,,,,0,,,23376750.0,22
